Order_ID,Customer_ID,Date,Product_Category,Unit_Price,Quantity,Discount_Pct,Total_Amount,Delivery_Time_Days,Customer_Rating,Is_Weekend
ORD_000150,CUST_00131,2024-01-02,Beauty,87.33,1,0,87.33,3,4,0
ORD_000151,CUST_00102,2024-01-02,Beauty,102.71,1,0,102.71,1,4,0
ORD_000152,CUST_00080,2024-01-02,Beauty,111.19,2,0,222.38,5,4,0
ORD_000153,CUST_00081,2024-01-02,Beauty,104.76,2,0,209.53,6,5,0
ORD_000154,CUST_00026,2024-01-02,Beauty,86.18,2,0,172.37,7,4,0
ORD_000155,CUST_00270,2024-01-03,Electronics,708.93,2,30,992.5,3,5,0
ORD_000156,CUST_00176,2024-01-03,Electronics,707.67,1,30,495.37,2,5,0
ORD_000157,CUST_00103,2024-01-03,Electronics,688.88,1,30,482.22,3,3,0
ORD_000158,CUST_00108,2024-01-03,Electronics,708.94,1,30,496.26,5,3,0
ORD_000159,CUST_00039,2024-01-03,Electronics,755.67,1,30,528.97,6,5,0
ORD_000160,CUST_00210,2024-01-03,Electronics,804.84,1,30,563.39,2,5,0
ORD_000161,CUST_00227,2024-01-03,Electronics,696.81,1,30,487.76,1,5,0
ORD_000162,CUST_00245,2024-01-03,Electronics,795.15,1,30,556.6,9,3,0
ORD_000163,CUST_00065,2024-01-03,Electronics,737.31,1,30,516.11,8,5,0
ORD_000164,CUST_00158,2024-01-03,Electronics,884.68,2,30,1238.55,5,4,0
ORD_000165,CUST_00140,2024-01-03,Electronics,909.54,2,30,1273.36,5,4,0
ORD_000166,CUST_00198,2024-01-03,Electronics,915.76,2,30,1282.06,8,5,0
ORD_000167,CUST_00153,2024-01-03,Electronics,858.4,1,30,600.88,8,3,0
ORD_000168,CUST_00148,2024-01-03,Electronics,881.08,1,30,616.75,3,4,0
ORD_000169,CUST_00226,2024-01-03,Electronics,772.18,1,30,540.53,3,5,0
ORD_000170,CUST_00262,2024-01-03,Electronics,872.18,1,30,610.53,7,5,0
ORD_000171,CUST_00062,2024-01-03,Electronics,919.12,2,30,1286.77,3,4,0
ORD_000172,CUST_00269,2024-01-03,Electronics,733.72,1,30,513.6,9,2,0
ORD_000173,CUST_00123,2024-01-03,Electronics,711.08,2,30,995.52,9,3,0
ORD_000174,CUST_00226,2024-01-03,Electronics,886.91,2,30,1241.67,8,4,0
ORD_000175,CUST_00226,2024-01-03,Electronics,778.03,1,30,544.62,8,4,0
ORD_000176,CUST_00251,2024-01-03,Electronics,853.62,1,30,597.53,6,5,0
ORD_000177,CUST_00056,2024-01-03,Electronics,838.91,1,30,587.23,1,5,0
ORD_000178,CUST_00262,2024-01-03,Electronics,805.1,2,30,1127.14,1,5,0
ORD_000179,CUST_00269,2024-01-03,Electronics,880.88,2,30,1233.24,4,4,0
ORD_000180,CUST_00235,2024-01-03,Fashion,170.76,1,10,153.68,7,4,0
ORD_000181,CUST_00160,2024-01-03,Fashion,142.58,2,10,256.64,2,5,0
ORD_000182,CUST_00012,2024-01-03,Fashion,127.79,1,10,115.01,1,5,0
ORD_000183,CUST_00233,2024-01-03,Fashion,155.93,1,10,140.34,8,3,0
ORD_000184,CUST_00074,2024-01-03,Fashion,146.95,2,10,264.51,5,4,0
ORD_000185,CUST_00278,2024-01-03,Fashion,169.68,2,10,305.42,2,5,0
ORD_000186,CUST_00193,2024-01-03,Fashion,130.11,1,10,117.1,2,5,0
ORD_000187,CUST_00270,2024-01-03,Fashion,171.31,3,10,462.53,4,5,0
ORD_000188,CUST_00007,2024-01-03,Fashion,130.45,2,10,234.82,3,5,0
ORD_000189,CUST_00058,2024-01-03,Fashion,127.55,1,10,114.79,2,4,0
ORD_000190,CUST_00285,2024-01-03,Fashion,158.72,1,10,142.84,2,5,0
ORD_000191,CUST_00175,2024-01-03,Fashion,158.12,2,10,284.62,3,5,0
ORD_000192,CUST_00084,2024-01-03,Fashion,145.39,1,10,130.85,3,4,0
ORD_000193,CUST_00257,2024-01-03,Fashion,141.93,2,10,255.48,2,4,0
ORD_000194,CUST_00271,2024-01-03,Fashion,148.72,1,10,133.85,9,4,0
ORD_000195,CUST_00174,2024-01-03,Home & Garden,302.73,1,20,242.19,5,5,0
ORD_000196,CUST_00024,2024-01-03,Home & Garden,337.88,1,20,270.3,9,3,0
ORD_000197,CUST_00009,2024-01-03,Home & Garden,273.05,1,20,218.44,6,4,0
ORD_000198,CUST_00117,2024-01-03,Home & Garden,308.12,1,20,246.5,1,5,0
ORD_000199,CUST_00095,2024-01-03,Home & Garden,319.97,2,20,511.95,9,2,0
ORD_000200,CUST_00289,2024-01-03,Home & Garden,340.74,3,20,817.77,6,4,0
ORD_000201,CUST_00076,2024-01-03,Home & Garden,343.8,1,20,275.04,6,4,0
ORD_000202,CUST_00086,2024-01-03,Home & Garden,273.93,1,20,219.15,8,3,0
ORD_000203,CUST_00077,2024-01-03,Home & Garden,262.07,1,20,209.66,2,5,0
ORD_000204,CUST_00166,2024-01-03,Home & Garden,306.08,2,20,489.73,2,5,0
ORD_000205,CUST_00123,2024-01-03,Home & Garden,257.84,3,20,618.82,7,4,0
ORD_000206,CUST_00223,2024-01-03,Home & Garden,303.72,2,20,485.95,8,4,0
ORD_000207,CUST_00084,2024-01-03,Home & Garden,285.55,2,20,456.88,7,4,0
ORD_000208,CUST_00084,2024-01-03,Home & Garden,304.77,1,20,243.82,6,5,0
ORD_000209,CUST_00014,2024-01-03,Sports,174.9,1,10,157.41,7,4,0
ORD_000210,CUST_00243,2024-01-03,Sports,183.15,3,10,494.51,4,5,0
ORD_000211,CUST_00173,2024-01-03,Sports,180.93,2,10,325.67,7,4,0
ORD_000212,CUST_00059,2024-01-03,Sports,209.02,1,10,188.12,3,3,0
ORD_000213,CUST_00093,2024-01-03,Sports,195.1,1,10,175.59,7,4,0
ORD_000214,CUST_00159,2024-01-03,Sports,194.95,2,10,350.92,5,4,0
ORD_000215,CUST_00004,2024-01-03,Sports,214.12,2,10,385.42,8,4,0
ORD_000216,CUST_00105,2024-01-03,Sports,196.32,2,10,353.37,4,5,0
ORD_000217,CUST_00243,2024-01-03,Books,51.39,3,20,123.32,3,5,0
ORD_000218,CUST_00237,2024-01-03,Books,49.49,2,20,79.18,1,5,0
ORD_000219,CUST_00240,2024-01-03,Books,51.53,1,20,41.22,2,4,0
ORD_000220,CUST_00293,2024-01-03,Books,55.32,1,20,44.25,6,4,0
ORD_000221,CUST_00231,2024-01-03,Books,47.89,1,20,38.31,6,5,0
ORD_000222,CUST_00145,2024-01-03,Books,48.37,3,20,116.08,2,5,0
ORD_000223,CUST_00164,2024-01-03,Books,57.05,1,20,45.64,3,5,0
ORD_000224,CUST_00118,2024-01-03,Books,45.05,1,20,36.04,9,2,0
ORD_000225,CUST_00001,2024-01-03,Beauty,92.58,1,10,83.32,9,2,0
ORD_000226,CUST_00204,2024-01-03,Beauty,99.24,2,10,178.63,8,4,0
ORD_000227,CUST_00156,2024-01-03,Beauty,110.93,1,10,99.83,4,4,0
ORD_000228,CUST_00293,2024-01-03,Beauty,113.1,1,10,101.79,7,4,0
ORD_000229,CUST_00035,2024-01-03,Beauty,98.57,3,10,266.13,5,4,0
ORD_000230,CUST_00012,2024-01-03,Beauty,89.45,3,10,241.52,8,3,0
ORD_000231,CUST_00251,2024-01-03,Beauty,85.15,3,10,229.9,2,5,0
ORD_000232,CUST_00184,2024-01-03,Beauty,100.47,1,10,90.42,6,4,0
ORD_000233,CUST_00151,2024-01-03,Beauty,85.9,1,10,77.31,2,5,0
ORD_000234,CUST_00129,2024-01-03,Beauty,106.92,1,10,96.23,6,3,0
ORD_000235,CUST_00005,2024-01-03,Beauty,113.9,1,10,102.51,1,5,0
ORD_000236,CUST_00145,2024-01-03,Beauty,109.93,2,10,197.87,1,5,0
ORD_000237,CUST_00076,2024-01-03,Beauty,88.39,2,10,159.11,4,4,0
ORD_000238,CUST_00053,2024-01-04,Electronics,840.07,1,10,756.07,2,5,0
ORD_000239,CUST_00176,2024-01-04,Electronics,860.58,1,10,774.52,9,3,0
ORD_000240,CUST_00098,2024-01-04,Electronics,776.99,1,10,699.29,6,4,0
ORD_000241,CUST_00279,2024-01-04,Electronics,784.54,2,10,1412.17,8,3,0
ORD_000242,CUST_00089,2024-01-04,Electronics,758.81,1,10,682.93,7,2,0
ORD_000243,CUST_00093,2024-01-04,Electronics,787.69,1,10,708.92,1,5,0
ORD_000244,CUST_00291,2024-01-04,Electronics,734.54,1,10,661.09,3,5,0
ORD_000245,CUST_00265,2024-01-04,Electronics,771.15,2,10,1388.07,2,4,0
ORD_000246,CUST_00117,2024-01-04,Electronics,875.3,1,10,787.77,5,5,0
ORD_000247,CUST_00300,2024-01-04,Electronics,794.41,1,10,714.97,7,3,0
ORD_000248,CUST_00021,2024-01-04,Electronics,726.99,1,10,654.29,5,4,0
ORD_000249,CUST_00203,2024-01-04,Electronics,771.22,1,10,694.1,6,4,0
ORD_000250,CUST_00275,2024-01-04,Electronics,704.34,1,10,633.91,5,4,0
ORD_000251,CUST_00239,2024-01-04,Electronics,807.74,1,10,726.97,4,4,0
ORD_000252,CUST_00158,2024-01-04,Electronics,851.88,1,10,766.69,4,4,0
ORD_000253,CUST_00263,2024-01-04,Electronics,843.47,1,10,759.12,7,4,0
ORD_000254,CUST_00241,2024-01-04,Electronics,816.15,1,10,734.54,4,4,0
ORD_000255,CUST_00172,2024-01-04,Electronics,690.42,1,10,621.38,7,4,0
ORD_000256,CUST_00118,2024-01-04,Electronics,803.64,1,10,723.28,9,3,0
ORD_000257,CUST_00121,2024-01-04,Electronics,881.57,3,10,2380.23,1,5,0
ORD_000258,CUST_00154,2024-01-04,Electronics,741.35,1,10,667.22,8,3,0
ORD_000259,CUST_00202,2024-01-04,Electronics,874.29,2,10,1573.72,1,5,0
ORD_000260,CUST_00108,2024-01-04,Fashion,166.33,1,0,166.33,1,4,0
ORD_000261,CUST_00150,2024-01-04,Fashion,128.56,1,0,128.56,7,3,0
ORD_000262,CUST_00078,2024-01-04,Fashion,155.94,1,0,155.94,9,3,0
ORD_000263,CUST_00258,2024-01-04,Fashion,139.85,1,0,139.85,2,4,0
ORD_000264,CUST_00167,2024-01-04,Fashion,160.1,1,0,160.1,8,2,0
ORD_000265,CUST_00188,2024-01-04,Fashion,164.34,1,0,164.34,6,3,0
ORD_000266,CUST_00036,2024-01-04,Fashion,131.35,2,0,262.71,3,5,0
ORD_000267,CUST_00073,2024-01-04,Fashion,142.05,1,0,142.05,9,3,0
ORD_000268,CUST_00130,2024-01-04,Fashion,157.63,1,0,157.63,5,5,0
ORD_000269,CUST_00264,2024-01-04,Fashion,167.1,2,0,334.21,6,4,0
ORD_000270,CUST_00130,2024-01-04,Fashion,172.24,2,0,344.47,1,4,0
ORD_000271,CUST_00291,2024-01-04,Fashion,160.38,1,0,160.38,8,3,0
ORD_000272,CUST_00287,2024-01-04,Fashion,161.47,1,0,161.47,9,3,0
ORD_000273,CUST_00030,2024-01-04,Home & Garden,276.12,1,20,220.89,8,4,0
ORD_000274,CUST_00118,2024-01-04,Home & Garden,344.32,3,20,826.38,1,5,0
ORD_000275,CUST_00231,2024-01-04,Home & Garden,332.82,1,20,266.26,6,5,0
ORD_000276,CUST_00226,2024-01-04,Home & Garden,260.68,1,20,208.54,7,3,0
ORD_000277,CUST_00258,2024-01-04,Home & Garden,339.33,1,20,271.46,3,4,0
ORD_000278,CUST_00180,2024-01-04,Home & Garden,280.17,3,20,672.42,2,5,0
ORD_000279,CUST_00143,2024-01-04,Home & Garden,344.29,2,20,550.87,1,5,0
ORD_000280,CUST_00042,2024-01-04,Home & Garden,303.58,1,20,242.86,8,5,0
ORD_000281,CUST_00067,2024-01-04,Home & Garden,326.1,1,20,260.88,9,4,0
ORD_000282,CUST_00163,2024-01-04,Home & Garden,270.62,2,20,432.99,2,5,0
ORD_000283,CUST_00266,2024-01-04,Home & Garden,329.02,1,20,263.22,6,4,0
ORD_000284,CUST_00289,2024-01-04,Home & Garden,338.05,1,20,270.44,6,4,0
ORD_000285,CUST_00025,2024-01-04,Home & Garden,314.97,1,20,251.97,5,5,0
ORD_000286,CUST_00096,2024-01-04,Sports,205.66,3,0,616.97,4,4,0
ORD_000287,CUST_00146,2024-01-04,Sports,186.67,2,0,373.33,2,4,0
ORD_000288,CUST_00005,2024-01-04,Sports,216.85,1,0,216.85,2,5,0
ORD_000289,CUST_00267,2024-01-04,Sports,215.26,1,0,215.26,9,2,0
ORD_000290,CUST_00149,2024-01-04,Sports,177.28,1,0,177.28,3,4,0
ORD_000291,CUST_00263,2024-01-04,Sports,211.53,1,0,211.53,4,3,0
ORD_000292,CUST_00101,2024-01-04,Sports,206.91,1,0,206.91,4,5,0
ORD_000293,CUST_00124,2024-01-04,Sports,220.88,2,0,441.76,5,4,0
ORD_000294,CUST_00007,2024-01-04,Sports,201.53,1,0,201.53,7,4,0
ORD_000295,CUST_00246,2024-01-04,Books,54.36,1,10,48.92,7,2,0
ORD_000296,CUST_00065,2024-01-04,Books,47.35,2,10,85.23,5,4,0
ORD_000297,CUST_00188,2024-01-04,Books,52.19,1,10,46.97,7,3,0
ORD_000298,CUST_00117,2024-01-04,Books,49.82,1,10,44.84,4,5,0
ORD_000299,CUST_00227,2024-01-04,Books,48.14,1,10,43.32,6,3,0
ORD_000300,CUST_00042,2024-01-04,Books,54.28,2,10,97.7,9,3,0
ORD_000301,CUST_00130,2024-01-04,Beauty,98.13,1,30,68.69,2,5,0
ORD_000302,CUST_00290,2024-01-04,Beauty,96.59,1,30,67.61,1,5,0
ORD_000303,CUST_00079,2024-01-04,Beauty,111.68,1,30,78.18,3,4,0
ORD_000304,CUST_00200,2024-01-04,Beauty,87.54,2,30,122.56,3,5,0
ORD_000305,CUST_00152,2024-01-04,Beauty,86.07,1,30,60.25,8,3,0
ORD_000306,CUST_00139,2024-01-04,Beauty,114.12,3,30,239.66,3,4,0
ORD_000307,CUST_00028,2024-01-04,Beauty,95.65,1,30,66.95,5,5,0
ORD_000308,CUST_00138,2024-01-04,Beauty,85.63,1,30,59.94,1,5,0
ORD_000309,CUST_00223,2024-01-04,Beauty,108.47,1,30,75.93,9,3,0
ORD_000310,CUST_00049,2024-01-04,Beauty,92.66,1,30,64.86,9,3,0
ORD_000311,CUST_00169,2024-01-04,Beauty,113.79,1,30,79.66,2,4,0
ORD_000312,CUST_00258,2024-01-04,Beauty,103.06,1,30,72.14,2,5,0
ORD_000313,CUST_00011,2024-01-04,Beauty,86.31,1,30,60.42,2,5,0
ORD_000314,CUST_00124,2024-01-04,Beauty,96.66,1,30,67.66,4,4,0
